"Country.of.Origin","Number.of.Bags","Bag.Weight","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Cupper.Points","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Category.Two.Defects"
"Taiwan",50,"20 kg","Semi-washed / Semi-pulped",7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,81.58,0,0,0,0
"Brazil",300,"60 kg","Washed / Wet",7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12,0,0,3
"Guatemala",250,"69 kg","Washed / Wet",7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58,0.12,0,0,1
"Mexico",310,"1 kg","Washed / Wet",7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58,0.12,0,0,9
"Mexico",28,"1 kg","Natural / Dry",7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58,0.11,0,0,0
"Mexico",28,"1 kg","Natural / Dry",7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58,0.11,0,0,2
"Guatemala",50,"69 kg","Washed / Wet",7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5,0.1,0,0,0
"Nicaragua",550,"69 kg","Other",7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5,0.11,0,0,3
"Honduras",275,"69 kg","Washed / Wet",7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5,0.1,0,0,5
"Taiwan",123,"2 kg","Natural / Dry",7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,81.5,0.12,0,0,2
"Myanmar",1,"1 kg","Washed / Wet",7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,81.5,0,0,0,4
"Costa Rica",250,"1 kg","Washed / Wet",7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,81.5,0.12,1,0,2
"Malawi",15,"60 kg","Washed / Wet",7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,81.5,0.12,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,81.5,0.12,0,0,0
"Brazil",300,"60 kg","Semi-washed / Semi-pulped",7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0,1,0,1
"Haiti",300,"4 lbs","Washed / Wet",7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,81.5,0.11,0,0,0
"Taiwan",5,"30 kg","Other",7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,81.5,0.11,0,0,0
"Mexico",250,"1 kg","Washed / Wet",7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,81.5,0.13,0,0,2
"Mexico",250,"1 kg","Washed / Wet",7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,81.5,0.12,0,0,5
"Mexico",30,"1 kg","Washed / Wet",7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,81.5,0.12,0,0,10
"Mexico",20,"1 kg","Semi-washed / Semi-pulped",7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,81.5,0.11,0,0,6
"Mexico",50,"80 kg","Washed / Wet",7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,81.5,0.13,0,0,5
"Mexico",15,"1 kg","Natural / Dry",7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,81.5,0.11,0,0,3
"Indonesia",10,"60 kg","Washed / Wet",7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,81.5,0.12,0,0,0
"Brazil",300,"1 kg","Semi-washed / Semi-pulped",7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,81.5,0.12,0,0,2
"Guatemala",250,"1 kg","Washed / Wet",7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,81.5,0.11,0,0,1
"Mexico",200,"69 kg","Washed / Wet",7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,81.42,0.12,1,5,17
"Guatemala",450,"69 kg","Washed / Wet",7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,81.42,0.1,0,0,0
"Brazil",300,"60 kg","Natural / Dry",7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42,0.11,0,0,2
"Honduras",275,"1 kg","Washed / Wet",7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42,0.12,0,0,1
"Taiwan",10,"60 kg","Washed / Wet",7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,81.42,0.12,0,0,0
"Malawi",12,"60 kg","Washed / Wet",7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,81.42,0.12,0,0,0
"Brazil",320,"2 kg","Natural / Dry",7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,81.42,0,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,81.42,0.1,0,0,6
"Mexico",280,"2 kg","Washed / Wet",7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,81.42,0,1,0,1
"Peru",280,"5 lbs","Washed / Wet",7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,81.42,0.1,1,0,5
"Guatemala",250,"69 kg","Washed / Wet",7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,81.42,0.12,0,0,4
"Mexico",10,"1 kg","Washed / Wet",7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,81.42,0.13,1,0,8
"Mexico",20,"1 kg","Washed / Wet",7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,81.42,0.13,0,0,1
"Colombia",250,"70 kg","Natural / Dry",7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,81.42,0.11,0,0,0
"Colombia",230,"70 kg","Washed / Wet",7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,81.33,0,0,0,0
"Honduras",275,"69 kg","Washed / Wet",7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,81.33,0.11,0,2,3
"Brazil",300,"60 kg","Natural / Dry",7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,81.33,0.11,0,0,14
"Honduras",275,"1 kg","Washed / Wet",7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,81.33,0.09,0,0,4
"Brazil",300,"60 kg","Other",7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,81.33,0.12,0,0,6
"Philippines",2,"2 kg","Washed / Wet",7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,81.33,0.14,0,0,3
"Malawi",31,"60 kg","Washed / Wet",7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,81.33,0.13,0,0,1
"Honduras",275,"1 kg","Washed / Wet",7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,81.33,0.12,0,0,3
"Mexico",250,"1 kg","Washed / Wet",7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,81.33,0.13,4,0,13
"Mexico",70,"1 kg","Washed / Wet",7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,81.33,0.12,0,0,4
"Taiwan",20,"50 kg","Natural / Dry",7.83,7.75,7.67,7.83,7.83,7.75,9.33,10,10,5.25,81.25,0.12,0,0,0
"Brazil",320,"2 kg","Natural / Dry",7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,7.33,81.25,0,0,0,1
"Nicaragua",275,"69 kg","Washed / Wet",7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,81.25,0.1,0,0,4
"Honduras",275,"1 kg","Washed / Wet",7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,81.25,0.12,0,0,1
"Guatemala",36,"55 lbs","Washed / Wet",7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,81.25,0.09,0,0,2
"Tanzania, United Republic Of",100,"60 kg","Washed / Wet",7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,81.25,0.13,0,0,5
"Taiwan",10,"30 kg","Semi-washed / Semi-pulped",7.5,7.5,7.25,7.25,7.25,7.25,10,10,10,7.25,81.25,0.11,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,81.25,0.11,0,0,4
"Mexico",250,"1 kg","Washed / Wet",7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,81.25,0.12,0,0,1
"Nicaragua",275,"69 kg","Washed / Wet",7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,81.17,0.09,0,0,7
"Tanzania, United Republic Of",100,"60 kg","Washed / Wet",7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,81.17,0.12,0,0,2
"Mexico",275,"1 kg","Washed / Wet",7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,81.17,0.12,0,0,10
"Costa Rica",275,"18975 kg","Washed / Wet",7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,81.17,0.11,0,0,0
"Honduras",275,"1 kg","Natural / Dry",7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,81.17,0.13,0,0,1
"Thailand",20,"20 kg","Washed / Wet",6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,81.17,0.12,0,0,0
"Philippines",2,"2 kg","Natural / Dry",7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,81.17,0,0,0,4
"Tanzania, United Republic Of",320,"60 kg","Washed / Wet",7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,81.17,0.12,0,0,2
"Malawi",300,"60 kg","Washed / Wet",7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,81.17,0.12,0,0,12
"Costa Rica",250,"1 kg","Washed / Wet",7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,81.17,0.11,0,0,3
"Brazil",300,"1 kg","Natural / Dry",7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,81.17,0.11,0,0,3
"Mexico",250,"1 kg","Natural / Dry",7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,81.17,0.13,3,0,7
"Guatemala",250,"1 kg","Washed / Wet",7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,81.17,0.12,0,0,4
"Brazil",17,"60 kg","Natural / Dry",7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,81.17,0.12,0,0,1
"Ethiopia",300,"60 kg","Natural / Dry",7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,81.08,0.11,0,0,1
"Brazil",500,"60 kg","Natural / Dry",7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,81.08,0.11,5,0,8
"Nicaragua",275,"69 kg","Washed / Wet",7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,81.08,0.11,0,0,1
"United States",1,"5 lbs","Natural / Dry",7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,7.17,81.08,0,0,0,0
"Tanzania, United Republic Of",54,"60 kg","Washed / Wet",7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,81.08,0.13,0,0,2
"Costa Rica",250,"1 kg","Washed / Wet",7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,81.08,0.13,0,0,0
"United States (Puerto Rico)",18,"5 lbs","Washed / Wet",7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,81.08,0,0,0,0
"Mexico",100,"1 kg","Washed / Wet",7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,81.08,0.13,5,0,16
"Mexico",30,"1 kg","Washed / Wet",7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,81.08,0.12,0,0,2
"Mexico",40,"1 kg","Washed / Wet",7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,81.08,0.11,0,0,5
"Mexico",15,"1 kg","Washed / Wet",7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,81.08,0.1,0,0,1
"United States (Hawaii)",2,"100 lbs","Washed / Wet",7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,81.08,0.06,0,0,0
"Brazil",300,"59 kg","Pulped natural / honey",7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,81,0.11,0,6,9
"El Salvador",100,"69 kg","Washed / Wet",7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,81,0,0,2,6
"Brazil",300,"59 kg","Pulped natural / honey",7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,81,0.11,0,2,3
"Guatemala",120,"69 kg","Washed / Wet",7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,81,0.09,0,0,8
"Colombia",43,"70 kg","Washed / Wet",7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81,0,0,4,4
"Guatemala",250,"69 kg","Washed / Wet",7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81,0.11,0,0,1
"Taiwan",10,"5 kg","Washed / Wet",7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,81,0.12,0,0,0
"Honduras",275,"18975 kg","Natural / Dry",7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,81,0.12,0,0,1
"Brazil",300,"60 kg","Natural / Dry",7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,81,0.12,0,0,0
"Tanzania, United Republic Of",1,"60 kg","Washed / Wet",7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,81,0.12,0,0,5
"Uganda",320,"60 kg","Natural / Dry",7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,81,0.12,0,0,3
"Taiwan",10,"30 kg","Semi-washed / Semi-pulped",7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,81,0.11,0,0,0
"Thailand",2,"1 kg","Washed / Wet",7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,81,0,0,0,3
"Mexico",10,"1 kg","Washed / Wet",7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,81,0.12,0,0,12
"Mexico",200,"1 kg","Washed / Wet",7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,81,0,0,0,8
"Taiwan",150,"1 kg","Washed / Wet",7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,80.92,0,0,0,0
"Guatemala",25,"69 kg","Washed / Wet",7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0,0,2
"Kenya",150,"60 kg","Washed / Wet",7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,80.92,0.11,0,0,3
"Mexico",240,"69 kg","Washed / Wet",7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92,0.11,0,0,11
"Myanmar",2,"2 kg","Other",7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,80.92,0,0,0,5
"United States (Hawaii)",7,"100 lbs","Natural / Dry",7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,80.92,0.1,2,0,5
"Tanzania, United Republic Of",250,"60 kg","Washed / Wet",7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,80.92,0.12,0,0,0
"Brazil",300,"60 kg","Natural / Dry",7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,80.92,0.12,0,0,8
"Taiwan",10,"60 kg","Washed / Wet",7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,80.92,0.09,0,0,0
"Brazil",320,"2 kg","Natural / Dry",7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,80.92,0.1,0,0,0
"Nicaragua",275,"1 lbs","Washed / Wet",7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,80.92,0.1,1,0,3
"Guatemala",250,"69 kg","Washed / Wet",7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,80.92,0.12,2,0,5
"Taiwan",35,"30 kg","Washed / Wet",7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11,0,0,0
"Taiwan",5,"30 kg","Other",7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,80.92,0.11,0,0,0
"Taiwan",10,"20 kg","Washed / Wet",7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11,0,0,0
"Mexico",60,"1 kg","Washed / Wet",7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,80.92,0.13,0,0,12
"Laos",20,"50 kg","Washed / Wet",7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,80.83,0,0,0,0
"Guatemala",250,"1 kg","Washed / Wet",7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,80.83,0.11,0,0,1
"Mexico",15,"1 kg","Semi-washed / Semi-pulped",7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,80.83,0.13,0,0,7
"Mexico",30,"1 kg","Washed / Wet",7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83,0.11,0,0,3
"Mexico",100,"1 kg","Washed / Wet",7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83,0.13,0,0,1
"United States (Hawaii)",7,"100 lbs","Washed / Wet",7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,80.83,0.1,2,0,0
"Brazil",320,"60 kg","Natural / Dry",7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,80.75,0,0,0,1
"Myanmar",1,"2 kg","Washed / Wet",6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,80.75,0,0,0,2
"Guatemala",275,"69 kg","Washed / Wet",7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75,0.12,0,0,1
"Nicaragua",275,"69 kg","Washed / Wet",7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,80.75,0.12,0,0,5
"Honduras",275,"1 kg","Natural / Dry",7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75,0.11,0,0,2
"Panama",100,"60 kg","Other",7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,80.75,0.11,1,0,4
"Honduras",275,"1 kg","Washed / Wet",7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75,0.09,0,0,2
"Honduras",275,"1 kg","Natural / Dry",7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,80.75,0.13,0,0,1
"Costa Rica",250,"3 lbs","Washed / Wet",7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,80.75,0.11,0,0,0
"Mexico",30,"1 kg","Washed / Wet",7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75,0.11,0,0,2
"Haiti",1,"2 kg","Washed / Wet",7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,80.75,0.12,0,0,0
"United States (Hawaii)",3,"2 lbs","Natural / Dry",7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,80.75,0.13,0,0,6
"Taiwan",160,"1 kg","Other",7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,80.67,0,0,0,1
"Indonesia",200,"30 kg","Semi-washed / Semi-pulped",7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,80.67,0.13,0,0,1
"Guatemala",150,"60 kg","Washed / Wet",7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67,0.11,0,0,0
"Costa Rica",240,"1 kg","Washed / Wet",7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,80.67,0.11,0,0,4
"Malawi",100,"60 kg","Washed / Wet",7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,80.67,0.12,0,0,1
"Mexico",20,"1 kg","Washed / Wet",7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67,0.12,0,0,4
"Colombia",250,"70 kg","Natural / Dry",7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,80.67,0,0,0,1
"Guatemala",250,"69 kg","Washed / Wet",7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67,0.12,0,0,5
"Guatemala",250,"1 kg","Washed / Wet",7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,80.67,0.11,0,0,2
"Guatemala",250,"1 kg","Washed / Wet",7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,80.67,0.11,0,0,3
"Tanzania, United Republic Of",10,"60 kg","Washed / Wet",7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58,0.12,0,0,1
"Brazil",300,"2 kg","Semi-washed / Semi-pulped",7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,80.58,0,0,0,3
"Honduras",275,"69 kg","Washed / Wet",7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58,0.11,0,0,5
"Guatemala",275,"69 kg","Natural / Dry",7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58,0.11,0,0,5
"Taiwan",20,"5 kg","Natural / Dry",7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5,0,0,0,0
"Guatemala",275,"69 kg","Washed / Wet",7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,80.5,0.1,0,0,4
"Honduras",15,"69 kg","Washed / Wet",7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5,0.11,0,0,5
"Brazil",300,"60 kg","Semi-washed / Semi-pulped",7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,0.11,0,0,3
"Myanmar",1,"2 kg","Washed / Wet",7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,80.5,0,0,0,2
"Guatemala",275,"69 kg","Washed / Wet",7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5,0.11,0,0,3
"Brazil",300,"60 kg","Semi-washed / Semi-pulped",7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5,0.1,0,0,10
"United States (Hawaii)",10,"100 lbs","Natural / Dry",7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,80.5,0.11,1,0,0
"Guatemala",250,"1 kg","Washed / Wet",7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5,0.12,1,0,1
"Mexico",18,"1 kg","Washed / Wet",7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,80.5,0.15,0,0,1
"Taiwan",10,"60 kg","Washed / Wet",7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42,0.14,0,0,0
"El Salvador",2,"2 kg","Washed / Wet",7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,80.42,0,0,0,1
"China",1,"2 kg","Washed / Wet",7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42,0.17,0,0,14
"Mexico",250,"1 kg","Washed / Wet",6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42,0.1,2,0,4
"Mexico",250,"1 kg","Washed / Wet",7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42,0.12,4,0,16
"Tanzania, United Republic Of",10,"60 kg","Washed / Wet",7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,0.13,0,0,5
"Tanzania, United Republic Of",1,"60 kg","Washed / Wet",7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,80.33,0.12,0,0,5
"Taiwan",10,"30 kg","Other",7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,80.33,0.11,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33,0.11,1,0,4
"Mexico",10,"1 kg","Semi-washed / Semi-pulped",7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33,0.11,0,0,21
"United States (Hawaii)",10,"100 lbs","Washed / Wet",7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,80.33,0.12,5,0,7
"Brazil",440,"59 kg","Natural / Dry",7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25,0.11,0,1,1
"Honduras",275,"69 kg","Natural / Dry",7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,0.1,0,0,4
"Mexico",60,"69 kg","Washed / Wet",7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,0.1,0,0,2
"Myanmar",2,"2 kg","Natural / Dry",8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,0.11,1,0,26
"Myanmar",1,"2 kg","Natural / Dry",7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,80.25,0,0,0,1
"Nicaragua",275,"69 kg","Washed / Wet",7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25,0.11,0,0,2
"United States (Hawaii)",2,"100 lbs","Natural / Dry",7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,0,13
"Colombia",1,"2 kg","Washed / Wet",7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0,0
"Taiwan",5,"30 kg","Semi-washed / Semi-pulped",7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25,0.11,0,0,0
"Guatemala",250,"1 kg","Washed / Wet",7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,0.11,1,0,12
"Mexico",10,"1 kg","Washed / Wet",7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25,0.11,2,0,8
"Vietnam",1,"2 kg","Other",7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,0,0,0,2
"Nicaragua",275,"2 kg","Washed / Wet",7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,0.11,0,0,2
"Honduras",275,"1 kg","Washed / Wet",7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,0.11,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,0.11,0,0,2
"Mexico",20,"1 kg","Washed / Wet",7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17,0.11,0,0,2
"Mexico",15,"1 kg","Washed / Wet",7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,0.14,1,0,2
"Mexico",15,"1 kg","Washed / Wet",7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17,0.12,0,0,12
"Guatemala",250,"1 kg","Washed / Wet",7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17,0.11,0,0,5
"Brazil",440,"60 kg","Pulped natural / honey",7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08,0.11,0,0,5
"Taiwan",10,"60 kg","Washed / Wet",7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08,0.07,0,0,0
"Nicaragua",1,"5 lbs","Natural / Dry",7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,80.08,0.1,0,0,4
"Taiwan",10,"30 kg","Other",7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,80.08,0.11,0,0,0
"Taiwan",10,"30 kg","Washed / Wet",7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,80.08,0.11,0,0,0
"Taiwan",10,"30 kg","Semi-washed / Semi-pulped",7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,80.08,0.11,0,0,0
"Mexico",13,"1 kg","Washed / Wet",7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08,0.15,0,0,0
"Mexico",10,"1 kg","Washed / Wet",7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08,0.14,1,0,17
